ExportComments.com,,,,,,,,,,,,,,,
88,,d*****z,30/11/23,5,5,5,5,"Quality:10/10
Suitability:10/10
Appearance:10/10

It took 6 days to be delivered since itself overseas.
Well packed. Item received with no issue with the box and items. Correct item, color and size delivered. Kudos to seller and courier for maintaining the box on its condition.
Color is nice. Quality is also good just like other more expensive branded shoes that you can buy at malls. Durability? Will see once it is used by my son since he will use it for basketball. Soft inside. Overall, it is good for the price. I hope it lasts.
https://cf.shopee.vn/file/ph-11134103-7r98q-lop2p2i1lqjoc9
https://cf.shopee.vn/file/ph-11134103-7r98x-lop2p2i216sk0f
https://cf.shopee.vn/file/ph-11134103-7r98x-lop2p2i1lqls08
https://cf.shopee.vn/file/ph-11134103-7r992-lop2p2i2gn1g30
https://cf.shopee.vn/file/ph-11134103-7r98x-lop2p2iblbzkae","Blue/Waterfall-2,12/46",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98q-lop2p2i1lqjoc9, https://cf.shopee.vn/file/ph-11134103-7r98x-lop2p2i216sk0f, https://cf.shopee.vn/file/ph-11134103-7r98x-lop2p2i1lqls08, https://cf.shopee.vn/file/ph-11134103-7r992-lop2p2i2gn1g30, https://cf.shopee.vn/file/ph-11134103-7r98x-lop2p2iblbzkae",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-lop2v1kotwo4c7.default.mp4,view review
89,,xcqt01,30/11/23,5,5,5,5,"Quality:10/10
Appearance:10/10
Suitability:10/10

Bought for P2266. Bang for buck talaga.. thanks Anta!
Sulit na sulit, kahit sa review sa youtube maganda daw talaga performance nya lalo sa comfort at traction.
https://cf.shopee.vn/file/ph-11134103-7r98u-lop0qdudeh2o9a","Blue/Waterfall-2,9.5/43",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98u-lop0qdudeh2o9a,,view review
90,,aljocortez01,02/12/23,5,5,5,5,"Quality:malambot at fit sa paa
Appearance:beautiful
Suitability:true to size magaan at masarap sa paa

Ayus din maganda at mukang matibay sana tumagal ehe.. first anta shoes ko ito
https://cf.shopee.vn/file/ph-11134103-7r98o-lorv3p4j4h446e","Blue/Waterfall-2,9/42.5",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98o-lorv3p4j4h446e,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lorv759nc8tgaa.default.mp4,view review
91,,c*****7,03/12/23,5,5,5,5,"Suitability:perfect fit
Appearance:great looks
Quality:superb quality great spike

Mabilis sa inaasahan nakuha package panalo and all worth it ang pera mo dto will buy again
https://cf.shopee.vn/file/ph-11134103-7r992-lotijdjjaak08e","Blue/Waterfall-2,8/41",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r992-lotijdjjaak08e,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lotijk33o5ww83.default.mp4,view review
92,,jeovanibgolezjr,06/12/23,5,5,5,5,"Appearance:Excellence
Suitability:Excellence
Quality:Superb

Maganda ang quality at mukang matibay. Maganda ang kulay nya mukang original sya. Nagustuhan ng hubby ko. Worth the price at may discount pa nong na place namin kaya thank you seller at kay manong delivery guy
https://cf.shopee.vn/file/ph-11134103-7r991-loy30k25pqspd7","Blue/Waterfall-2,9/42.5",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r991-loy30k25pqspd7,,view review
93,,juliesaesthetica,07/12/23,5,5,5,5,"Appearance:10
Quality:10
Suitability:10

Authentic/ original ! ang gnda ng shoes subrang happy ng hubby ko will order again dw po❤️❤️❤️ maganda ung apakan ng shoes malamboy din hindi masakit sa paa
https://cf.shopee.vn/file/ph-11134103-7r991-loyxb4z44b1l16","Blue/Waterfall-2,8.5/42",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r991-loyxb4z44b1l16,,view review
94,,caizhenjazz,08/12/23,5,5,5,5,"Appearance:10/10
Quality:10/10
Suitability:10/10

Nice quality, looks good in actual. 💯% Anta. Thank you!🎉 I will surely order again in this shop. Keep up the best quality!😍🤑
https://cf.shopee.vn/file/ph-11134103-7r98s-lp0fgy78veq798","Blue/Waterfall-2,9.5/43",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98s-lp0fgy78veq798,,view review
95,,rjdc0402,10/12/23,5,5,5,5,"Eto tlga UN gus2 Kong sapatos at nkuha ko pa sa mababang haalga kumpara sa reg. Price dhil sa vouchers salamat shopee salamat seller sa maganda at quality sapatos legit tlga di ko ngsisi sa pagbili ko ng sapatos at I shoes you ow right advance merry Xmas every Juan muntikan ko mkalimutan sa rider khit hnd Nia ko ntuton ng first attempt diniliver Nia pa UN order ko within the day
https://cf.shopee.vn/file/ph-11134103-7r98o-lp3rixupaj4f47
https://cf.shopee.vn/file/ph-11134103-7r98w-lp3rixr3ft5bee","Blue/Waterfall-2,8.5/42",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98o-lp3rixupaj4f47, https://cf.shopee.vn/file/ph-11134103-7r98w-lp3rixr3ft5bee",,view review
96,,murb4lyu5e,12/12/23,5,5,5,5,"Suitability:good
Appearance:excellent
Quality:to be tested further

Gift ko sa sarili ko this Christmas.This may not be as popular as Nike and Adidas but the quality is good and comparable with the shoe brands","Blue/Waterfall-2,9.5/43",no,ph,no,,,view review
97,,i*****n,12/12/23,5,4,5,5,"Quality:Goods
Suitability:Goods
Appearance:Very Goods

I love this shoes apaka agnas sobra ganda na yan insan apaka na yan insan tama ka na insan sobra ka ganda insan.
https://cf.shopee.vn/file/ph-11134103-7r98p-lp6m2c0umbc9c8
https://cf.shopee.vn/file/ph-11134103-7r98w-lp6m2c2sjgwf51","Blue/Waterfall-2,11/45",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98p-lp6m2c0umbc9c8, https://cf.shopee.vn/file/ph-11134103-7r98w-lp6m2c2sjgwf51",,view review
98,,m*****m,12/12/23,5,5,5,5,"Legit 💯%  ang ganda niya nagustuhan ni hubby yung advance christmas gift ko skanya. Sulit ang bile ko original anta talaga. Ang laki din ng na discount. Thanks seller super thumbs up kame ni hubby sa shoes.
https://cf.shopee.vn/file/ph-11134103-7r98v-lp6rj116f4uned
https://cf.shopee.vn/file/ph-11134103-7r991-lp6rj116f4yxde
https://cf.shopee.vn/file/ph-11134103-7r98y-lp6rj116ul3ja3
https://cf.shopee.vn/file/ph-11134103-7r98z-lp6rj10wfjl528
https://cf.shopee.vn/file/ph-11134103-7r98x-lp6rj10mfy33b1","Blue/Waterfall-2,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98v-lp6rj116f4uned, https://cf.shopee.vn/file/ph-11134103-7r991-lp6rj116f4yxde, https://cf.shopee.vn/file/ph-11134103-7r98y-lp6rj116ul3ja3, https://cf.shopee.vn/file/ph-11134103-7r98z-lp6rj10wfjl528, https://cf.shopee.vn/file/ph-11134103-7r98x-lp6rj10mfy33b1",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-lp6rjfvkp3ynab.default.mp4,view review
99,,ryanrojasricablanca,13/12/23,5,5,5,5,"Quality:10/10
Suitability:10/10
Appearance:10/10

Superb quality, Legit store, and cheap price what else can you ask for?
Definitely I recommend this shop if you want to buy a shoes do not hesitate.
https://cf.shopee.vn/file/ph-11134103-7r98q-lp7w45vvfx7t0f
https://cf.shopee.vn/file/ph-11134103-7r98r-lp7w4gdi3az3e8
https://cf.shopee.vn/file/ph-11134103-7r98q-lp7w4gds2wcvd6
https://cf.shopee.vn/file/ph-11134103-7r98t-lp7w4gds2wh5d1
https://cf.shopee.vn/file/ph-11134103-7r98o-lp7w4gdsiclr2c","Blue/Waterfall-2,11/45",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98q-lp7w45vvfx7t0f, https://cf.shopee.vn/file/ph-11134103-7r98r-lp7w4gdi3az3e8, https://cf.shopee.vn/file/ph-11134103-7r98q-lp7w4gds2wcvd6, https://cf.shopee.vn/file/ph-11134103-7r98t-lp7w4gds2wh5d1, https://cf.shopee.vn/file/ph-11134103-7r98o-lp7w4gdsiclr2c",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lp7w4yl5fubz87.default.mp4,view review
100,,f9mh2tjm0a,18/12/23,5,5,5,5,"Quality:satisfied
Suitability:satisfied
Appearance:satisfied

This is one of the best affordable and very worth it shoes I've ever bought. Guys! I highly recommend these shoes. Maybe for others that have high standards it's just normal shoes. But for me this is worth it. Anta shoes made me happy 😊","White/Blue-1,10.5/44.5",no,ph,no,,,view review
101,,j*****r,21/12/23,5,5,5,5,"Appearance:100
Quality:superb
Suitability:100

I'm happy that i purchased on this store legit, and i used my 1600 off vouchers, very affordable, it takes 6 days, worth the wait thank you seller and rider good job","Blue/Waterfall-2,12/46",no,ph,yes,,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-lpiryd4bms3k5a.default.mp4,view review
102,,p*****7,21/12/23,5,5,5,5,"Quality:good
Suitability:good
Appearance:good

I hope it fits to my nephew. And i hope he likes it too. My gift for christmas. Thanks. 👍😊
https://cf.shopee.vn/file/ph-11134103-7r98x-lpisccabcjd6c4
https://cf.shopee.vn/file/ph-11134103-7r98z-lpisccabcjwgf7
https://cf.shopee.vn/file/ph-11134103-7r98x-lpisreq9icw032","White/Green/Yellow-5,9.5/43",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98x-lpisccabcjd6c4, https://cf.shopee.vn/file/ph-11134103-7r98z-lpisccabcjwgf7, https://cf.shopee.vn/file/ph-11134103-7r98x-lpisreq9icw032",https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke18-lpisrqs7vax6c1.default.mp4,view review
103,,lalaheart,22/12/23,5,5,5,3,"Quality:Goods
Suitability:Goods
Appearance:Goods na goods

Ganda lambot sarap sa paa, malamang makapit to sa tabla, and Kala ko nung una parang mahaba yung 25.5cm foot length nila dito eh pero oo mahaba pala konti pero ok lang hahaa, pero wag ka 4 working days lang hahaha nice mabilis delivery process wow ,
https://cf.shopee.vn/file/ph-11134103-7r98v-lpk88xdt4qh610
https://cf.shopee.vn/file/ph-11134103-7r992-lpk88x4xhq8a31
https://cf.shopee.vn/file/ph-11134103-7r98y-lpk88x57hc5cf9
https://cf.shopee.vn/file/ph-11134103-7r98r-lpk88x57hbm23c
https://cf.shopee.vn/file/ph-11134103-7r992-lpk88x4xhqrka4","White/Blue-1,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98v-lpk88xdt4qh610, https://cf.shopee.vn/file/ph-11134103-7r992-lpk88x4xhq8a31, https://cf.shopee.vn/file/ph-11134103-7r98y-lpk88x57hc5cf9, https://cf.shopee.vn/file/ph-11134103-7r98r-lpk88x57hbm23c, https://cf.shopee.vn/file/ph-11134103-7r992-lpk88x4xhqrka4",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-lpk89ia0jzk021.default.mp4,view review
104,,z*****g,22/12/23,5,5,5,5,"Appearance:9/10
Suitability:9/10
Quality:8/10

Thank you seller for being responsible seller and thanks it's so recommended products Ihope it will the same quality on my next  purchase 😊😊 thank you shopee for the friendly discount I hope it will continue and more more discount to claim😁😊 also thank you for the courier who deliver it in good condition and for the safe travel...........
thank you and god bless you all may god bless your business and to keep you all safe as always THANK YOU 😊
https://cf.shopee.vn/file/ph-11134103-7r98w-lpkn8oj28j5z75
https://cf.shopee.vn/file/ph-11134103-7r991-lpkn8oj29xqf28
https://cf.shopee.vn/file/ph-11134103-7r991-lpkn8oj2bcav77
https://cf.shopee.vn/file/ph-11134103-7r98s-lpkn8oj2cqvbdd
https://cf.shopee.vn/file/ph-11134103-7r992-lpkn8oj2e5fr42","Blue/Waterfall-2,10/44",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98w-lpkn8oj28j5z75, https://cf.shopee.vn/file/ph-11134103-7r991-lpkn8oj29xqf28, https://cf.shopee.vn/file/ph-11134103-7r991-lpkn8oj2bcav77, https://cf.shopee.vn/file/ph-11134103-7r98s-lpkn8oj2cqvbdd, https://cf.shopee.vn/file/ph-11134103-7r992-lpkn8oj2e5fr42",,view review
105,,kalkezia9,22/12/23,5,5,5,5,"Appearance:excellent
Quality:excellent
Suitability:excellent

ang ganda ng fit true to size 👍 walang alog sa paa sulit na sulit 👍 ang sarap gamiten sa laro👍 thank you seller and shoppe 👍
https://cf.shopee.vn/file/ph-11134103-7r98s-lpkwvdgtntpb99
https://cf.shopee.vn/file/ph-11134103-7r98y-lpkwvd7o182n1e
https://cf.shopee.vn/file/ph-11134103-7r990-lpkwvdgtntvgd9
https://cf.shopee.vn/file/ph-11134103-7r98q-lpkwvd7421h818
https://cf.shopee.vn/file/ph-11134103-7r98v-lpkwvd9vxz4v5a","Blue/Waterfall-2,8.5/42",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98s-lpkwvdgtntpb99, https://cf.shopee.vn/file/ph-11134103-7r98y-lpkwvd7o182n1e, https://cf.shopee.vn/file/ph-11134103-7r990-lpkwvdgtntvgd9, https://cf.shopee.vn/file/ph-11134103-7r98q-lpkwvd7421h818, https://cf.shopee.vn/file/ph-11134103-7r98v-lpkwvd9vxz4v5a",,view review
106,,a*****5,23/12/23,5,5,5,5,"Quality:GOOD
Appearance:G00d
Suitability:GOod

Walang bubble wrap kaya medyo sira ang box nya ...
Goods naman yung item maganda saktong sakto ang size nya ... Salamat seller
https://cf.shopee.vn/file/ph-11134103-7r990-lplz2rnfnean57
https://cf.shopee.vn/file/ph-11134103-7r992-lplz2rmlom5bd3","Blue/Waterfall-2,10/44",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r990-lplz2rnfnean57, https://cf.shopee.vn/file/ph-11134103-7r992-lplz2rmlom5bd3",https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lplz992q27ek0b.default.mp4,view review
107,,zenkilumogdang,26/12/23,5,5,5,5,"Suitability:Super Ganda
Quality:Maganda
Appearance:Maganda

Super ganda ng shoes and ang laki ng naging discount kaya super happy ang husband ko.
https://cf.shopee.vn/file/ph-11134103-7r98t-lppzkw4l7ct4ee
https://cf.shopee.vn/file/ph-11134103-7r98v-lppzkw4v6ycxe0
https://cf.shopee.vn/file/ph-11134103-7r98z-lppzkw4vmeltb3","Blue/Waterfall-2,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98t-lppzkw4l7ct4ee, https://cf.shopee.vn/file/ph-11134103-7r98v-lppzkw4v6ycxe0, https://cf.shopee.vn/file/ph-11134103-7r98z-lppzkw4vmeltb3",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-lppzl6qxnucxf4.default.mp4,view review
108,,janjandelgado,26/12/23,5,4,5,4,"Appearance:10/10 - I love white and it looks handsome
Quality:10/10 - Original, very comfortable to wear

Tho the box is just a normal anta box, the shoes itself is original and doesn't have any damage. 100% legit and original❤️❤️
https://cf.shopee.vn/file/ph-11134103-7r98s-lpq2uydrgyhk2a
https://cf.shopee.vn/file/ph-11134103-7r98u-lpq2uyffeiy9b8
https://cf.shopee.vn/file/ph-11134103-7r98o-lpq2uye1gk1dbb
https://cf.shopee.vn/file/ph-11134103-7r992-lpq2uyelfqmwb2","White/Blue-1,8.5/42",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98s-lpq2uydrgyhk2a, https://cf.shopee.vn/file/ph-11134103-7r98u-lpq2uyffeiy9b8, https://cf.shopee.vn/file/ph-11134103-7r98o-lpq2uye1gk1dbb, https://cf.shopee.vn/file/ph-11134103-7r992-lpq2uyelfqmwb2",,view review
109,,rohaimah08,26/12/23,5,5,5,5,"Suitability:Good na good
Appearance:Original
Quality:Very good quality

Thanks po sa anta official store, sa seller and riders. Maganda po ang product. Tama naman po ang size at color na binigay. Salamat po sa tamang padala at sana po lahat ng seller ay kagaya niyo. Sa riders po ng j&t maraming salamat po. Ayos po ang delivery mabilis po dumating.
Comments po ay okey na okey po.
https://cf.shopee.vn/file/ph-11134103-7r992-lpq3lr2brwrce8
https://cf.shopee.vn/file/ph-11134103-7r98w-lpq3lr5dng4x43
https://cf.shopee.vn/file/ph-11134103-7r98x-lpq3lpo3tehk18
https://cf.shopee.vn/file/ph-11134103-7r98r-lpq3lpo3tenlaa
https://cf.shopee.vn/file/ph-11134103-7r98z-lpq3lpmzv14hcb","White/Blue-1,10/44",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r992-lpq3lr2brwrce8, https://cf.shopee.vn/file/ph-11134103-7r98w-lpq3lr5dng4x43, https://cf.shopee.vn/file/ph-11134103-7r98x-lpq3lpo3tehk18, https://cf.shopee.vn/file/ph-11134103-7r98r-lpq3lpo3tenlaa, https://cf.shopee.vn/file/ph-11134103-7r98z-lpq3lpmzv14hcb",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke14-lpq3p5k2k7014a.default.mp4,view review
110,,roseyvonnelood,27/12/23,5,5,5,5,"Quality:legit 100%
Appearance:excellent
Suitability:true to size

No picture but the product 100% legit, very good item
Next time, i will order again... thank you, seller...","Blue/Waterfall-2,9/42.5",no,ph,no,,,view review
111,,antukin214,27/12/23,5,5,5,5,"Suitability:Great
Quality:Great
Appearance:Awesome

Package arrived in good condition and box is not deformed. It’s true to size and is very comfortable to wear. It’s good for outdoor basketball and you can also use it for casual wear.
https://cf.shopee.vn/file/ph-11134103-7r991-lps1tqxf97bj8f
https://cf.shopee.vn/file/ph-11134103-7r98v-lps1tqxfonkff1
https://cf.shopee.vn/file/ph-11134103-7r990-lps1tqxetr2n16
https://cf.shopee.vn/file/ph-11134103-7r98z-lps29hmthdbv1e
https://cf.shopee.vn/file/ph-11134103-7r98y-lps29hmtwtkr59","Blue/Waterfall-2,9/42.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r991-lps1tqxf97bj8f, https://cf.shopee.vn/file/ph-11134103-7r98v-lps1tqxfonkff1, https://cf.shopee.vn/file/ph-11134103-7r990-lps1tqxetr2n16, https://cf.shopee.vn/file/ph-11134103-7r98z-lps29hmthdbv1e, https://cf.shopee.vn/file/ph-11134103-7r98y-lps29hmtwtkr59",,view review
112,,renebactong2,03/01/24,5,5,5,5,"Suitability:perfect
Quality:very good
Appearance:super light

Perfect choice.suitable, comfortable to wear. Correct size, worth it.i am satisfied the product. I recommend this shoe model to other arhlete
https://cf.shopee.vn/file/ph-11134103-7r98v-lq28hxclqedr4e
https://cf.shopee.vn/file/ph-11134103-7r98y-lq28hxhbkwgf6f
https://cf.shopee.vn/file/ph-11134103-7r98z-lq28hxclqeuz6a","Blue/Waterfall-2,10/44",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98v-lq28hxclqedr4e, https://cf.shopee.vn/file/ph-11134103-7r98y-lq28hxhbkwgf6f, https://cf.shopee.vn/file/ph-11134103-7r98z-lq28hxclqeuz6a",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke18-lq28ibqmoce38f.default.mp4,view review
113,,edgaaards22,05/01/24,5,5,5,5,"Quality:Excellent
Appearance:Excellent
Suitability:True to Size

I really love the shoes. First impression was so amazing. More fashionable when worn. I am so amaze with the design. 
Legit anta shoes. No doubt, it really an amazing shoes.
https://cf.shopee.vn/file/ph-11134103-7r98p-lq4ju0ga9sjfab
https://cf.shopee.vn/file/ph-11134103-7r98u-lq4ju0g0cztb1b
https://cf.shopee.vn/file/ph-11134103-7r98s-lq4ju0gkc6kv26
https://cf.shopee.vn/file/ph-11134103-7r98p-lq4ju0gubrynde","Blue/Waterfall-2,10.5/44.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98p-lq4ju0ga9sjfab, https://cf.shopee.vn/file/ph-11134103-7r98u-lq4ju0g0cztb1b, https://cf.shopee.vn/file/ph-11134103-7r98s-lq4ju0gkc6kv26, https://cf.shopee.vn/file/ph-11134103-7r98p-lq4ju0gubrynde",,view review
114,,senchy,07/01/24,5,5,5,5,"Quality:10
Appearance:10
Suitability:10

Legit naman mga item very nice and comfortable accommodating seller , bilis ng item and convenient gamitin kudos sa seller and shop will order again soon if meron ulit.","White/Blue-1,11/45",no,ph,no,,,view review
115,,r*****1,07/01/24,5,5,5,5,"Suitability:superb
Appearance:excellent
Quality:superbbb

Magaan, pwede pan jogging. Super ganda ng kulay. Mabilis din nadeliver sa bahay. Thank you seller!
https://cf.shopee.vn/file/ph-11134103-7r98y-lq7dm4t2d8l7e6
https://cf.shopee.vn/file/ph-11134103-7r992-lq7dm4t3852z33
https://cf.shopee.vn/file/ph-11134103-7r98o-lq7dm4tmcfcra2
https://cf.shopee.vn/file/ph-11134103-7r98q-lq7dm4sifge352
https://cf.shopee.vn/file/ph-11134103-7r98u-lq7dm4t2sou33a","Blue/Waterfall-2,9.5/43",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98y-lq7dm4t2d8l7e6, https://cf.shopee.vn/file/ph-11134103-7r992-lq7dm4t3852z33, https://cf.shopee.vn/file/ph-11134103-7r98o-lq7dm4tmcfcra2, https://cf.shopee.vn/file/ph-11134103-7r98q-lq7dm4sifge352, https://cf.shopee.vn/file/ph-11134103-7r98u-lq7dm4t2sou33a",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-lq7dpkriyyt7aa.default.mp4,view review
116,,katrequiza,08/01/24,5,5,5,5,"Suitability:Okay
Quality:Excellent
Appearance:NA

Got this during sale pang regalo sa nobyo ko. Next time sana makabili ako ng anta pang sakin naman haha. Thank you po 🫶🏻
https://cf.shopee.vn/file/ph-11134103-7r98p-lq8ojwou9ufjd5","Blue/Waterfall-2,12/46",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98p-lq8ojwou9ufjd5,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lq8olhv2lvwb15.default.mp4,view review
117,,dexteremborniza,09/01/24,5,5,5,5,"Appearance:More than I expect (nice)
Suitability:Good
Quality:Original

Thank you seller.. Good quality shoes
https://cf.shopee.vn/file/ph-11134103-7r991-lqam7014ienv44
https://cf.shopee.vn/file/ph-11134103-7r98v-lqam7014ie6ne2
https://cf.shopee.vn/file/ph-11134103-7r98y-lqam7028gs6zea","Blue/Waterfall-2,8.5/42",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r991-lqam7014ienv44, https://cf.shopee.vn/file/ph-11134103-7r98v-lqam7014ie6ne2, https://cf.shopee.vn/file/ph-11134103-7r98y-lqam7028gs6zea",,view review
118,,b*****n,13/01/24,5,5,5,5,"Appearance:10/10
Suitability:10/10
Quality:10/10

LEGIT SOBRA! THANK YOU SELLER! SOBRANG SOLID NG ANTA TALAGA ❤️ Bibili pa ulit ako soon!
https://cf.shopee.vn/file/ph-11134103-7r98v-lqgar1zk1ol756
https://cf.shopee.vn/file/ph-11134103-7r991-lqgar1zk335n08","White/Blue-1,9.5/43",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98v-lqgar1zk1ol756, https://cf.shopee.vn/file/ph-11134103-7r991-lqgar1zk335n08",https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke18-lqgate6aujin23.default.mp4,view review
119,,01234mikemike,17/01/24,5,5,5,5,"Quality:Excellent
Suitability:excellent
Appearance:Excellent

My first Klay Thompson shoes. LEGIT. Received the item in excellent condition. Very fast delivery. Hopefully, the item will last longer. you very much seller
https://cf.shopee.vn/file/ph-11134103-7r992-lqlijs8nqksb0f
https://cf.shopee.vn/file/ph-11134103-7r991-lqlijs8nrzcr9c","Blue/Waterfall-2,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r992-lqlijs8nqksb0f, https://cf.shopee.vn/file/ph-11134103-7r991-lqlijs8nrzcr9c",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lqlilegwiyq7fe.default.mp4,view review
120,,e*****7,19/01/24,5,5,5,5,"Suitability:True to fit and Comfortable
Appearance:Very nice and cool
Quality:Original, Durable, Maganda!

Sobrang angas, pangatlong sapatos na ito na binili ko from this shop kasi super legit nila. This time ito size 12 kasi regalo ko sa birthday ni papa at sobrang nagustuhan niya naman kaya nakakatuwa. Gusto na agad magbasketball. Ganda nung style sa gilid nung sintas at ganda rin nung suwelas. Recommended sa mga malalaki ang paa. Salamat seller, sa uulitin!
https://cf.shopee.vn/file/ph-11134103-7r98x-lqocm1qbjhkr12
https://cf.shopee.vn/file/ph-11134103-7r98u-lqocm1rphg0fe1
https://cf.shopee.vn/file/ph-11134103-7r98z-lqocm1sjetlbd8
https://cf.shopee.vn/file/ph-11134103-7r98t-lqocm1rpg1x759","Blue/Waterfall-2,12/46",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98x-lqocm1qbjhkr12, https://cf.shopee.vn/file/ph-11134103-7r98u-lqocm1rphg0fe1, https://cf.shopee.vn/file/ph-11134103-7r98z-lqocm1sjetlbd8, https://cf.shopee.vn/file/ph-11134103-7r98t-lqocm1rpg1x759",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-lqocmtskh3kf49.default.mp4,view review
,,,,,,,,,,,,,,,
